Source,Target,Type_Source,Type_Target,Weight
Abas,Alasan,LOC,LOC,1
Abas,Alazonios,LOC,PER,1
Abas,Albaner,LOC,LOC,1
Abas,Koses,LOC,PER,1
Abas,Oroizes,LOC,PER,1
Abas,Römern,LOC,LOC,1
Abas,Zuzuges,LOC,PER,1
Abgaros,Alchaudonios,LOC,PER,1
Abgaros,Alchaudonios,PER,PER,1
Abgaros,Antiochia,PER,LOC,1
Abgaros,Arabern,PER,LOC,1
Abgaros,Araberstammes,PER,PER,1
Abgaros,Azizos,PER,PER,1
Abgaros,Bostra,LOC,LOC,1
Abgaros,Damaskos,PER,LOC,1
Abgaros,Edessa,PER,LOC,1
Abgaros,Emir der Araber von,PER,LOC,1
Abgaros,Euphrat Sampsikeramos,PER,LOC,1
Abgaros,Ferne,PER,LOC,1
Abgaros,Hemesa,LOC,LOC,1
Abgaros,Hemesa,PER,LOC,1
Abgaros,Homs,PER,LOC,1
Abgaros,Karrhä,PER,LOC,1
Abgaros,Lucullus,PER,PER,1
Abgaros,Mesopotamien,PER,LOC,1
Abgaros,Osrhoene,LOC,LOC,1
Abgaros,Parther,LOC,LOC,1
Abgaros,Parther,PER,LOC,1
Abgaros,Römer,LOC,LOC,1
Abgaros,Sampsikeramos,LOC,PER,1
Abgaros,Tigranes,PER,PER,1
Abgaros von Osrhoene,Euphratübergang,PER,LOC,1
Abgaros von Osrhoene,Mesopotamiens,PER,LOC,1
Abgaros von Osrhoene,Nisibis,PER,LOC,1
Abgaros von Osrhoene,Oruros,PER,PER,1
Abgaros von Osrhoene,Römern,PER,LOC,1
Abgaros von Osrhoene,Tigris,PER,LOC,1
Abgaros von Osrhoene,römischen Herrschaft,PER,LOC,1
Abgeordneten,Caesar,ORG,PER,1
Abgeordneten,Cicero,ORG,PER,1
Abgeordneten,Gallien,ORG,LOC,1
Abgeordneten,Landtag,ORG,LOC,1
Abgeordneten,Sabinus,ORG,PER,1
Accord,Catilina,LOC,PER,1
Achaia,Eleutherna,LOC,LOC,1
Achaia,Kreter,LOC,LOC,2
Achaia,Lappa,LOC,PER,1
Achaia,Lucius Sisenna,LOC,PER,1
Achaia,Metellus,LOC,PER,1
Achaia,Pompeius,LOC,PER,1
Achaia,Sisenna,LOC,LOC,1
Achaia,Tarent,LOC,LOC,1
Achill,Catilina,PER,PER,1
Achill,Milo,PER,PER,1
Achillas,Pompeius,PER,PER,1
Achäer,Pompeius,LOC,PER,1
Achäerhafen,Lemnos,LOC,LOC,1
Achäerhafen,Tenedos,LOC,LOC,1
Ackerraub,Mephisto,LOC,PER,1
Ackerraub,Sklavenaufseher,LOC,PER,1
Ackerwirte,Agyrion,LOC,LOC,1
Ackerwirte,Herbita,LOC,LOC,1
Ackerwirte,Leontinoi,LOC,LOC,1
Ackerwirte,Motuka,LOC,LOC,1
Ackerwirte,Siciliens,LOC,LOC,1
Adana,Achaia,LOC,LOC,1
Adana,Dyme,LOC,LOC,1
Adana,Epiphaneia,LOC,LOC,1
Adana,Pompeiupolis,LOC,LOC,1
Adana,Pompeiusstadt,LOC,LOC,1
Adana,Soloi,LOC,LOC,1
Adana,Tarent,LOC,LOC,1
Aderbidjan,Lehnkönigreiche,PER,LOC,1
Aderbidjan,Mosul,PER,LOC,1
Adiabene,Assyrien,LOC,LOC,1
Adiabene,Erde,LOC,LOC,1
Adiabene,Kappadokien,LOC,LOC,1
Adiabene,Kilikien,LOC,LOC,1
Adiabene,Ktesiphon,LOC,LOC,1
Adriatische Meer,Brundisium,LOC,LOC,1
Adriatische Meer,Caesar,LOC,PER,1
Adriatische Meer,Italien,LOC,LOC,1
Adriatische Meer,Makedonien,LOC,LOC,1
Adriatischen Meer,Antonius,LOC,PER,1
Adriatischen Meer,Brundisium,LOC,ORG,1
Adriatischen Meer,Curicta,LOC,PER,1
Adriatischen Meer,Griechenland,LOC,LOC,1
Adriatischen Meer,Lucius Scribonius Libo,LOC,PER,1
Adriatischen Meer,Marcus Octavius,LOC,PER,1
Adriatischen Meere,Balkan,LOC,LOC,1
Adriatischen Meere,Dyrrhachion,LOC,LOC,1
Adriatischen Meere,Griechenland,LOC,LOC,1
Adriatischen Meere,bogenförmiger,LOC,LOC,1
Adriatischen Meeres,Ancona,LOC,LOC,1
Adriatischen Meeres,Apulien,LOC,LOC,1
Adriatischen Meeres,Fanum,LOC,LOC,1
Adriatischen Meeres,Furlopaß,LOC,LOC,1
Aduatuca,Ambiorix,LOC,PER,1
Aduatuca,Lucius Aurunculeius Cotta,LOC,PER,1
Aduatuca,Quintus,LOC,PER,1
Aduatuca,Titurius Sabinus,LOC,PER,1
Aduatuca,Tongern,LOC,LOC,1
Advokatenrede,Italien,ORG,LOC,1
Advokatenreden,Rom,PER,LOC,1
Affiliierte,Italiens,PER,LOC,1
Afranius,Alpen,PER,LOC,1
Afranius,Caesar,PER,PER,1
Afranius,Faustus,PER,PER,1
Afranius,Octavius,PER,PER,1
Afranius,Petreius,PER,PER,2
Afranius,Plut,PER,PER,1
Afranius,Pompeius,PER,PER,1
Afranius,Pyrenäen,PER,LOC,1
Afranius,Römern,PER,LOC,1
Afranius,Sertorianer,PER,PER,1
Afranius,Sertorius,PER,PER,1
Afranius,Varro,PER,PER,1
Afranius,Vibullius,PER,PER,1
Africanus,Karthagern,PER,LOC,1
Afrika,Armee,LOC,ORG,2
Afrika,Armenier,LOC,LOC,1
Afrika,Asien,LOC,LOC,1
Afrika,Baden,LOC,LOC,1
Afrika,Belgiens,LOC,LOC,1
Afrika,Bogud,LOC,PER,1
Afrika,Bürgerschaft,LOC,LOC,1
Afrika,Caesar,LOC,PER,1
Afrika,Caesars,LOC,PER,2
Afrika,Catos,LOC,PER,1
Afrika,Catos Energie,LOC,PER,1
Afrika,Corduba,LOC,LOC,1
Afrika,Cotta,LOC,PER,1
Afrika,Gaius Caninius Rebilus,LOC,PER,1
Afrika,Gaius Curio,LOC,PER,1
Afrika,Gaius Gracchus,LOC,PER,1
Afrika,Goldkranz,LOC,PER,1
Afrika,Griechenland,LOC,LOC,2
Afrika,Hellas,LOC,LOC,1
Afrika,Ilerda,LOC,PER,1
Afrika,Illyricums,LOC,LOC,1
Afrika,Illyrien,LOC,LOC,1
Afrika,Italien,LOC,LOC,3
Afrika,Juba,LOC,PER,1
Afrika,Juba von Numidien,LOC,PER,2
Afrika,Karthago,LOC,LOC,1
Afrika,Kassenwesen,LOC,LOC,1
Afrika,Kilikien,LOC,LOC,1
Afrika,Kleinasien,LOC,LOC,1
Afrika,Kreta,LOC,LOC,1
Afrika,Longinus König Bogud von Westmauretanien,LOC,PER,1
Afrika,Lugdunensischen Galliens,LOC,LOC,1
Afrika,Lusitanern,LOC,LOC,1
Afrika,Makedonien,LOC,LOC,2
Afrika,Mauretanien,LOC,LOC,1
Afrika,Niederlage,LOC,LOC,1
Afrika,Numidien,LOC,LOC,2
Afrika,Pacciaecus,LOC,PER,1
Afrika,Partherkönigs,LOC,PER,1
Afrika,Pharsalos,LOC,PER,1
Afrika,Pompeius,LOC,PER,2
Afrika,Provinz,LOC,LOC,1
Afrika,Publius Terentius Varro von der Aude,LOC,PER,1
Afrika,Reichs,LOC,LOC,1
Afrika,Rheinlinie,LOC,LOC,1
Afrika,Rom,LOC,LOC,2
Afrika,Roms,LOC,LOC,1
Afrika,Römer,LOC,LOC,1
Afrika,Römern,LOC,LOC,1
Afrika,Sardinien,LOC,LOC,3
Afrika,Sertorius,LOC,PER,2
Afrika,Sicilien,LOC,LOC,3
Afrika,Siciliens,LOC,LOC,1
Afrika,Spanien,LOC,LOC,4
Afrika,Spanier,LOC,LOC,1
Afrika,Sulci,LOC,LOC,1
Afrika,Syrien,LOC,LOC,1
Afrika,Titus Attius Varus,LOC,PER,1
Afrika,Transalpiner,LOC,LOC,1
Afrika,Vorderasien,LOC,LOC,1
Afrika,Westmauretanien,LOC,ORG,1
Afrika,großen Wüste,LOC,LOC,1
Afrika,römischen Republik,LOC,LOC,1
Afrika,Ägypten,LOC,LOC,1
Afrikaners,Bürgerschaft,LOC,LOC,1
Afrikaners,Hadrumetum,LOC,PER,1
Afrikaners,Stadt,LOC,LOC,1
Afrikaners,Vaga,LOC,PER,1
Agedincum,Carnuten,LOC,LOC,1
Agedincum,Cevennen,PER,LOC,1
Agedincum,Helvier,PER,LOC,1
Agedincum,Kelten,LOC,LOC,1
Agedincum,Labienus,PER,PER,1
Agedincum,Paris,PER,LOC,1
Agedincum,Parisier Lutetia,PER,LOC,1
Agedincum,Seine,PER,LOC,1
Agedincum,Seineufer,PER,LOC,1
Agedincum,Sens,LOC,LOC,1
Agedincum,Vercingetorix,LOC,PER,1
Agedincum,Vesontio,PER,LOC,1
Agedincum,geängsteten Provinz,PER,LOC,1
Agyrion,Siciliens,LOC,LOC,1
Ahuramazda,Mithra,LOC,PER,1
Ahuramazda,Zarathustra,LOC,PER,1
Aila,Petra,LOC,LOC,1
Aila,Wadi-Musa,LOC,LOC,1
Aisne,Laon,LOC,LOC,1
Aisne,Pontavert,LOC,LOC,1
Aisne,Rheims,LOC,LOC,1
Aisne,Seine,LOC,LOC,1
Alasan,Albaner,LOC,LOC,1
Alasan,Koses,LOC,PER,1
Alasan,Oroizes,LOC,PER,1
Alasan,Römern,LOC,LOC,1
Alasan,Zuzuges,LOC,PER,1
Alazonios,Alasan,PER,LOC,1
Alazonios,Albaner,PER,LOC,1
Alazonios,Koses,PER,PER,1
Alazonios,Oroizes,PER,PER,1
Alazonios,Römern,PER,LOC,1
Alazonios,Zuzuges,PER,PER,1
Alba,Caesars,LOC,PER,1
Alba,Sulmo,LOC,LOC,1
Alba,Tarracina,LOC,LOC,1
Albaner,Iberer,LOC,LOC,1
Albaner,Kaspischen Meer,LOC,LOC,1
Albaner,Kaspischen Meere,LOC,LOC,1
Albaner,Kaukasus,LOC,LOC,1
Albaner,Lucius Flaccus,LOC,PER,1
Albaner,Mittwinter,LOC,LOC,1
Albaner,Oroizes,LOC,LOC,1
Albaner,Pompeius,LOC,PER,1
Albaner,Quintus Metellus Celer,LOC,PER,1
Albaner,Rom,LOC,LOC,1
Albaner,Römern,LOC,LOC,1
Albaner,Zuzuges,LOC,PER,1
Alchaudonios,Bostra,PER,LOC,1
Alchaudonios,Lucullus,PER,PER,1
Alesia,Armee,LOC,ORG,1
Alesia,Besançon,PER,LOC,1
Alesia,Caesar,LOC,PER,1
Alesia,Caesars,LOC,PER,1
Alesia,Dep,PER,LOC,1
Alesia,Dyrrhachion,LOC,LOC,1
Alesia,Entsatztruppen,LOC,LOC,1
Alesia,Kelten,LOC,LOC,1
Alesia,Stadtbewohnerschaft,LOC,ORG,1
Alesia,Umwallungslinie,LOC,LOC,1
Alesia,Vercingetorix,LOC,PER,1
Alesia,hinlief,LOC,LOC,1
Alesia Caesars,Avaricum,PER,PER,1
Alesia Caesars,Gergovia,PER,LOC,1
Alesia Caesars,Vercingetorix,PER,PER,1
Alessio,Dyrrhachion,PER,LOC,1
Alessio,Octavius,PER,PER,1
Alessio,Stadt,PER,LOC,1
Alexander,Alexandreia,PER,LOC,1
Alexander,Armee,PER,ORG,1
Alexander,Asien,PER,LOC,1
Alexander,Bithynien,PER,LOC,1
Alexander,Caesar,PER,PER,3
Alexander,Caesars,PER,PER,2
Alexander,Ciceros,PER,PER,1
Alexander,David,PER,PER,1
Alexander,Demagog,PER,LOC,1
Alexander,Donau,PER,LOC,1
Alexander,Gallien,PER,LOC,1
Alexander,Germanien,PER,LOC,1
Alexander,Hannibal,PER,PER,1
Alexander,Kaspische,PER,LOC,1
Alexander,Kyrene,PER,LOC,1
Alexander,Mittelmeer,PER,LOC,1
Alexander,Napoleon,PER,PER,2
Alexander,Nimbus,PER,ORG,1
Alexander,Ocean,PER,LOC,1
Alexander,Parthien,PER,LOC,1
Alexander,Pergamon,PER,LOC,1
Alexander,Pompeius,PER,PER,1
Alexander,Reiches,PER,LOC,1
Alexander,Rom,PER,LOC,3
Alexander,Römern,PER,LOC,1
Alexander,Römischen Staats,PER,LOC,1
Alexander,Schwarze Meer,PER,LOC,1
Alexander,Skythien,PER,LOC,1
Alexander,Tempelbau von Jerusalem,PER,LOC,1
Alexander,hellenisch-jüdisch-ägyptischen,PER,LOC,1
Alexander I.,Alexander II.,PER,PER,2
Alexander I.,Alexandreia,PER,LOC,1
Alexander I.,Tyros,PER,LOC,1
Alexander I.,herrühre,PER,LOC,1
Alexander II.,Alexandreia,PER,LOC,1
Alexander II.,Tyros,PER,LOC,1
Alexander II.,herrühre,PER,LOC,1
Alexander II.,Ägypten,PER,LOC,1
Alexander am Hypanis,Caesar,PER,PER,1
Alexander am Hypanis,Donau,PER,LOC,1
Alexander am Hypanis,Euphrat,PER,LOC,1
Alexander am Hypanis,Moskau,PER,LOC,1
Alexander am Hypanis,Napoleon,PER,PER,1
Alexander am Hypanis,Rhein,PER,LOC,1
Alexander am Hypanis,Themse,PER,LOC,1
Alexander der Sorgenbrecher,Römer,PER,LOC,1
Alexander der Sorgenbrecher,durchschwärmter,PER,PER,1
Alexanders,Alexandreia,PER,LOC,1
Alexanders,Hannibals,PER,PER,1
Alexanders,Ktesiphon,PER,LOC,1
Alexanders,Pantikapäon,PER,PER,1
Alexanders,Petra,PER,LOC,1
Alexanders,Pompeius,PER,PER,1
Alexanders,Römer,PER,LOC,1
Alexanders II.,Römern,PER,LOC,1
Alexanders Weltreich,Alexanders,PER,PER,1
Alexanders des Großen,Curtius,PER,PER,1
Alexanders des Großen,Rom,PER,LOC,1
Alexanders des Großen,Sisennas,PER,LOC,1
Alexanders des Großen,Syrern,PER,LOC,1
Alexanders des Großen,Ägyptern,PER,LOC,1
Alexandreia,Asien,LOC,LOC,1
Alexandreia,Berenike,LOC,PER,1
Alexandreia,Bürgerschaft,LOC,LOC,2
Alexandreia,Caesar,LOC,PER,1
Alexandreia,Handwerkergeschick,LOC,PER,1
Alexandreia,Judenvierteln,LOC,LOC,1
Alexandreia,Komana Archelaos,LOC,PER,1
Alexandreia,Kyrene,LOC,LOC,1
Alexandreia,Leuchtturminsel,LOC,LOC,1
Alexandreia,Nil,LOC,LOC,1
Alexandreia,Pariser,LOC,LOC,1
Alexandreia,Potheinos,LOC,PER,1
Alexandreia,Quintus Cicero,LOC,PER,1
Alexandreia,Rom,LOC,LOC,2
Alexandreia,Tyros,LOC,LOC,1
Alexandreia,italischen Hauptstadt,LOC,LOC,1
Alexandriner,Arsenals,PER,LOC,1
Alexandriner,Brander,PER,LOC,1
Alexandriner,Caesars,PER,PER,1
Alexandriner,Catullus,PER,PER,1
Alexandriner,Kleinasien,PER,LOC,1
Alexandriner,Westhafen,PER,LOC,1
Alexandros II.,Alexandros I.,PER,PER,1
Alexandros II.,Sohn,PER,PER,1
Alexandros Jannäos,Reichsstädten,PER,LOC,1
Alexandros von Milet,Bithynien,PER,LOC,1
Alexandros von Milet,Nikäa,PER,LOC,1
Alexandros von Milet,Parthenios,PER,PER,1
Alexandros von Milet,Poseidonios von Apameia,PER,PER,1
Alexandros von Milet,Rhodus,PER,LOC,1
Alexandros von Milet,Syrien,PER,LOC,1
Alexandros von Milet,i.J.,PER,PER,1
Algier,II,LOC,LOC,1
Algier,Oberkönigen,LOC,LOC,1
Algier,Plut,LOC,PER,1
Algier,Tanger,LOC,LOC,1
Algier,Tingis,LOC,LOC,1
Alicante,Italien,LOC,LOC,1
Alicante,Kleinasien,LOC,LOC,1
Alicante,Sertorius,LOC,PER,1
Alles Ernstes,Sullanischen Institutionen,PER,ORG,1
Allianz,Marcus Crassus,ORG,PER,1
Allianztraktat,Asia,LOC,LOC,1
Allier,Arvernergau,LOC,LOC,1
Allier,Caesar,LOC,PER,1
Allier,Gergovia,LOC,LOC,2
Allobrogen,Gaius Piso,LOC,PER,1
Allobrogen,Gaius Pomptinus,LOC,PER,1
Allobrogen,Gallien,LOC,LOC,1
Allobrogen,Rom,LOC,LOC,2
Allobrogen,Römer,LOC,LOC,1
Allobrogen,Solonium,LOC,ORG,1
Allobrogische Landschaft,Plinius,LOC,PER,1
Alpen,Allobrogen,LOC,LOC,1
Alpen,Amerikas,LOC,LOC,1
Alpen,Arverner,LOC,LOC,1
Alpen,Caesar,LOC,PER,3
Alpen,Caesars,LOC,PER,1
Alpen,Catilinas,LOC,PER,1
Alpen,Catullus,LOC,PER,1
Alpen,Erdrand,LOC,LOC,1
Alpen,Gallien,LOC,LOC,2
Alpen,Galliens,LOC,LOC,1
Alpen,Goldsuchereien,LOC,LOC,1
Alpen,Goldwäschereien,LOC,LOC,1
Alpen,II,LOC,ORG,1
Alpen,Italien,LOC,LOC,1
Alpen,Italikern,LOC,LOC,1
Alpen,Kelten,LOC,LOC,1
Alpen,Malstein,LOC,PER,1
Alpen,Marcus Petreius,LOC,PER,1
Alpen,Meerarm,LOC,LOC,1
Alpen,Mittelländischen Meer,LOC,LOC,1
Alpen,Mittelmeer,LOC,LOC,1
Alpen,Norditaliens,LOC,LOC,1
Alpen,Pyrenäen,LOC,LOC,2
Alpen,Rhein,LOC,LOC,2
Alpen,Rom,LOC,LOC,2
Alpen,Römer,LOC,LOC,2
Alpen,Römern,LOC,LOC,2
Alpen,Scrofa,LOC,PER,1
Alpen,Spanien,LOC,LOC,1
Alpen,Wilde Britanner,LOC,LOC,1
Alten‹,Caesars,LOC,PER,1
Alten‹,Jugendlehrers,LOC,ORG,1
Alten‹,Napoleon I.,LOC,PER,1
Alten‹,Rom,LOC,LOC,1
Alten‹,subalternes Lagerjournal,LOC,PER,1
Amalfi,Lucanien,LOC,LOC,1
Amalfi,Varinius,LOC,PER,1
Amanos,Beduinen,LOC,LOC,1
Amanos,Syrien,LOC,LOC,1
Amaseia,Amastris,LOC,LOC,1
Amaseia,Amisos,LOC,LOC,1
Amaseia,Bithynien,LOC,LOC,1
Amaseia,Eupatoria,LOC,LOC,1
Amaseia,Paphlagonien,LOC,LOC,1
Amaseia,Pontos,LOC,LOC,1
Amaseia,Römer,LOC,LOC,1
Amaseia,Sinope,LOC,LOC,1
Amaseia,Tios,LOC,PER,1
Amasia,Halys,LOC,LOC,1
Amastris,Bithynien,LOC,LOC,1
Amastris,Paphlagonien,LOC,LOC,1
Amastris,Tios,LOC,PER,1
Ambianer,Moriner,LOC,LOC,1
Ambianer,Nervier,LOC,LOC,1
Ambianer,Remer,LOC,PER,1
Ambiorix,Gallien,PER,LOC,1
Ambiorix,Rhein,PER,LOC,1
Ambiorix,Römer,PER,LOC,1
Ambiorix,Sabinus,PER,PER,1
Ambleteuse,Cap Gris Nez,LOC,LOC,1
Ambleteuse,Dover,LOC,LOC,1
Ambleteuse,Ecale,LOC,LOC,1
Ambleteuse,Vorgebirge,LOC,LOC,1
Ambleteuse,Walmercastle,LOC,LOC,1
Ambleteuse,Wissant,LOC,LOC,1
Ambrakia,Caesar,LOC,PER,1
Ambrakia,Calvinus,LOC,PER,1
Ambrakia,Favonius am Haliakmon,LOC,PER,1
Ambrakia,Gnaeus Calvisius Sabinus,LOC,PER,1
Ambrakia,Scipio,LOC,PER,1
Amerika,Australien,LOC,LOC,1
Amida,Armeniens,LOC,LOC,1
Amida,Artaxata,LOC,LOC,1
Amida,Diarbekr,LOC,PER,1
Amida,Tigranokerta,LOC,LOC,1
Amisos,Amastris,LOC,LOC,1
Amisos,Bithynien,LOC,LOC,1
Amisos,Eupatoria,LOC,LOC,1
Amisos,Iris,LOC,LOC,2
Amisos,Kabeira,LOC,LOC,1
Amisos,Kleinasien,LOC,LOC,1
Amisos,Lazen,LOC,ORG,1
Amisos,Lucius Murena,PER,PER,1
Amisos,Lucullus,LOC,PER,1
Amisos,Lykos,LOC,LOC,1
Amisos,Neokäsareia,LOC,LOC,1
Amisos,Paphlagonien,LOC,LOC,1
Amisos,Pontische Reich,LOC,LOC,1
Amisos,Pontos,LOC,LOC,1
Amisos,Sanigen,LOC,LOC,1
Amisos,Schwarzen Meeres,LOC,LOC,1
Amisos,Sinope,LOC,LOC,2
Amisos,Stadt,PER,LOC,1
Amisos,Themiskyra,LOC,PER,1
Amisos,Thermodon,LOC,LOC,1
Amisos,Tios,LOC,PER,1
Amisus,Armenien,LOC,LOC,1
Amisus,Königreich Kleinarmenien,LOC,LOC,1
Amisus,Pharnakia,LOC,LOC,1
Amisus,Trapezus,LOC,LOC,1
Anaitis,Elymais,LOC,LOC,1
Anaklia,Albaner,LOC,LOC,1
Anaklia,Lucius Flaccus,LOC,PER,1
Anaklia,Mittwinter,LOC,LOC,1
Anaklia,Oroizes,LOC,LOC,1
Anaklia,Pompeius,LOC,PER,1
Anaklia,Quintus Metellus Celer,LOC,PER,1
Anaklia,Schwarzen Meer,LOC,LOC,1
Anas,Guadiana,LOC,LOC,1
Ancona,Apulien,LOC,LOC,1
Andalusien,Kelten,LOC,LOC,1
Andalusien,Varro de r.r,LOC,PER,1
Andernach,Caesar,LOC,PER,1
Andernach,Rhein,LOC,LOC,1
Angriffskolonne,Wagenburg,LOC,LOC,1
Annalgesetze,M. Valerius Corvus,LOC,PER,1
Ansiedlern,Cic,LOC,PER,1
Antigonos,Reiches,PER,LOC,1
Antikragos,Kragos,LOC,LOC,1
Antiochia,Alchaudonios,LOC,PER,1
Antiochia,Asien,LOC,LOC,1
Antiochia,Azizos,LOC,PER,2
Antiochia,Bagdad,LOC,LOC,1
Antiochia,Bürgerschaft,LOC,LOC,1
Antiochia,Caesar,LOC,PER,1
Antiochia,Cassius,LOC,PER,1
Antiochia,Damaskos,LOC,LOC,1
Antiochia,Familienzwist,LOC,LOC,1
Antiochia,Gaza,LOC,LOC,1
Antiochia,Joseph,LOC,PER,1
Antiochia,Karawanenhandel,LOC,PER,1
Antiochia,Lucullus,LOC,PER,1
Antiochia,Mytilene,LOC,LOC,1
Antiochia,Orontes,LOC,LOC,2
Antiochia,Osakes,LOC,PER,1
Antiochia,Parthern,LOC,LOC,1
Antiochia,Parthischen Reiche,LOC,LOC,1
Antiochia,Phanagoria,LOC,LOC,1
Antiochia,Sampsikeramos,LOC,PER,1
Antiochia,Schwarzen Meer,LOC,LOC,1
Antiochia,Seleukeia,LOC,LOC,1
Antiochia,Stadt Seleukeia,LOC,LOC,1
Antiochia,Syrien,LOC,LOC,1
Antiochia,Tigranes,LOC,PER,1
Antiochia,Tigranokerta,LOC,PER,1
Antiochia,persische Seleukeia,LOC,LOC,1
Antiochos,Antiochia,PER,LOC,3
Antiochos,Appian,PER,PER,1
Antiochos,Armenier,PER,LOC,2
Antiochos,Biradjik,PER,PER,1
Antiochos,Euphrat,PER,LOC,1
Antiochos,Festung Seleukeia,PER,LOC,1
Antiochos,Lucullns,PER,PER,1
Antiochos,Lucullus,PER,PER,1
Antiochos,Pompeius,PER,PER,2
Antiochos,Provinz Kommagene,PER,LOC,1
Antiochos,Rom,PER,LOC,2
Antiochos,Sampsikeramos,PER,PER,1
Antiochos,Seleukiden,PER,LOC,1
Antiochos,Syrien,PER,LOC,2
Antiochos,Syriens,PER,LOC,1
Antiochos,Tigranokerta,PER,PER,1
Antiochos,Ägypten,PER,LOC,1
Antiochos von Askalon,Konservativen,PER,ORG,1
Antiochos von Askalon,Platonisch-Aristotelische,PER,LOC,1
Antiochos von Askalon,Roms,PER,LOC,1
Antiochos von Kommagene,Pompeius,PER,PER,1
Antiochus von Kommagene,Armenier,PER,LOC,1
Antiochus von Kommagene,Euphrat,PER,LOC,1
Antiochus von Kommagene,Juba,PER,PER,1
Antiochus von Kommagene,Megabates,PER,PER,1
Antiochus von Kommagene,Taxiles,PER,LOC,1
Antipaters,Asellios,PER,PER,1
Antipatros,Aretas,PER,PER,1
Antipatros,Damaskos,PER,LOC,1
Antipatros,Kilikiens,PER,LOC,1
Antipatros,Römer,PER,LOC,1
Antipatros,Sohn,PER,PER,1
Antipatros,Stoikers,PER,PER,1
Antipatros,Syriens,PER,LOC,1
Antonius,Apsos,PER,LOC,2
Antonius,Asparagion,PER,LOC,1
Antonius,Bürgerschaft,PER,LOC,1
Antonius,Caesar,PER,PER,1
Antonius,Catilina,PER,PER,1
Antonius,Catilinas,PER,PER,1
Antonius,Cicero,PER,PER,1
Antonius,Demokraten,PER,ORG,1
Antonius,Dyrrhachion,PER,LOC,2
Antonius,Genusas,PER,LOC,1
Antonius,Graba Balkan,PER,LOC,1
Antonius,Göttern,PER,PER,1
Antonius,Kreta,PER,LOC,1
Antonius,Kydonia,PER,LOC,1
Antonius,Lasthenes,PER,PER,1
Antonius,Lepidus,PER,PER,1
Antonius,Lissos,PER,LOC,1
Antonius,Lucullus,PER,PER,1
Antonius,Makedonien,PER,LOC,1
Antonius,Marcus Petreius,PER,PER,1
Antonius,Nil,PER,LOC,1
Antonius,Offzier,PER,PER,1
Antonius,Panares,PER,PER,1
Antonius,Piso,PER,PER,1
Antonius,Römern,PER,LOC,1
Antonius,Scipionischen Zirkels,PER,PER,1
Antonius,Sullaner,PER,PER,1
Antonius,Uschkomobin,PER,LOC,1
Antonius,demokratischen Partei,PER,ORG,1
Antonius,Ägäischen Meer,PER,LOC,1
Antonius Dazwischenkunft Ptolemäos,Pelusion,PER,LOC,1
Aoos,Calvinus,LOC,PER,1
Aoos,Epirus,LOC,LOC,1
Aoos,Peneios,LOC,PER,1
Aoos,Thessalien,LOC,LOC,1
Aoos,Vereinigung der beiden Armeen,LOC,ORG,1
Apameia,Orontes,LOC,LOC,1
Apennin,Adriatischen Meeres,LOC,LOC,1
Apennin,Ancona,LOC,LOC,1
Apennin,Antonius,LOC,PER,1
Apennin,Apulien,LOC,LOC,1
Apennin,Arretium,LOC,LOC,1
Apennin,Arrius,LOC,PER,1
Apennin,Fanum,LOC,LOC,1
Apennin,Furlopaß,LOC,LOC,1
Apennin,Gaius Cassius,LOC,PER,1
Apennin,Gallien,LOC,LOC,1
Apennin,Gellius,LOC,PER,1
Apennin,Gnaeus Lentulus,LOC,PER,1
Apennin,Gnaeus Manlius,LOC,PER,1
Apennin,Italien,LOC,LOC,1
Apennin,Mutina,LOC,PER,1
Apennin,Popillisch-Flaminische,LOC,LOC,1
Apennin,Ravenna,LOC,LOC,1
Apennin,Rom,LOC,LOC,1
Apennin 682,Sklavenheer,LOC,LOC,1
Apoll,Victoria,PER,LOC,1
Apollodoros,Attalos Philadelphos von Pergamon,PER,PER,1
Apollodoros,Bithynien,PER,LOC,1
Apollodoros,Nikomedes III.,PER,PER,1
Apollonia,Apsos,LOC,LOC,1
Apollonia,Caesar,LOC,PER,1
Apollonia,Caesars,PER,PER,1
Apollonia,Dyrrhachion,LOC,LOC,1
Apollonia,Dyrrhachion,PER,LOC,1
Apollonia,Lissos,LOC,LOC,1
Apollonia,Orikon,LOC,LOC,1
Apollonia,Pergamon,LOC,LOC,1
Apollonia,Pompeius,LOC,PER,1
Apollonia,Thessalien,LOC,LOC,1
Apollonischen Festfeier,Cicero,PER,PER,1
Apollonischen Festfeier,Festus,PER,PER,1
Appian,Enipeus,PER,PER,1
Appian,Fersala,PER,LOC,1
Appischen  Straße,Pompeius,LOC,PER,1
Appischen Straße,Baiae,LOC,LOC,1
Appischen Straße,Caesars,LOC,PER,1
Appischen Straße,Clodius,LOC,PER,1
Appischen Straße,Crassus,LOC,PER,1
Appischen Straße,Italien,LOC,LOC,1
Appischen Straße Achill,Clodius,LOC,PER,1
Appischen Straße Achill,Hektor,LOC,PER,1
Appius Claudius,Antiochien,PER,LOC,1
Appius Claudius,Geistercitieren,PER,LOC,1
Appius Claudius,Karasu,PER,LOC,1
Appius Claudius,Liktoren,PER,LOC,1
Appius Claudius,Marcus Varro,PER,PER,1
Appius Claudius,Publius Vatinius,PER,PER,1
Appius Claudius,Syriens,PER,LOC,1
Apsos,Caesar,LOC,PER,1
Apsos,Dyrrhachion,LOC,LOC,1
Apsos,Pergamon,LOC,LOC,1
